按	a
文山	wfuj
汶上	wfuh
吻兽	wfuz
温宿	wfsu
稳态	wftd
温汤	wfth
吻突	wftu
文协	wfxp
文言	wfyj
纹样	wfyh
文友	wfyz
文娱	wfyu
文约	wfyt
文宗	wfzs
瓮安	wgan
瓮城	wgig
蓊郁	wgyu
翁源	wgyr
握别	wobp
涡层	wocg
窝巢	woic
卧车	woie
我处	woiu
龌龊	woiz
我党	wodh
卧倒	wodc
我等	wodg
窝洞	wods
沃恩	woen
窝风	wofg
卧佛	wofo
蜗杆	wogj
窝工	wogs
倭瓜	wogx
涡管	wogr
涡环	wohr
涡街	wojp
我军	wojy
沃克	woke
握力	woli
涡流	wolq
沃农	wons
窝棚	wopg
沃平	wopk
沃壤	worh
沃萨	wosa
沃斯	wosi
沃田	wotm
涡线	woxm
沃野	woye
握有	woyz
窝子	wozi
吾侪	wuid
武丑	wuiz
无创	wuil
吴村	wucy
五根	wugf
五更	wugg
武行	wuhh
无恒	wuhg
五荤	wuhy
五绝	wujt
武库	wuku
乌拉	wula
乌兰	wulj
五雷	wulw
五莲	wulm
侮慢	wumj
武庙	wumn
乌木	wumu
乌纳	wuna
无脑	wunc
杌陧	wunp
武平	wupk
舞谱	wupu
乌恰	wuqx
无热	wure
无日	wuri
乌睿	wurv
伍特	wute
武宣	wuxr
五营	wuyk
芜杂	wuza
乌枣	wuzc
伍长	wuvh
无阻	wuzu
仵作	wuzo
戏本	xibf
息兵	xibk
席草	xicc
西侧	xice
铣床	xiil
希存	xicy
翕动	xids
希尔	xier
细高	xigc
吸根	xigf
稀贵	xigv
西黄	xihl
夕晖	xihv
锡匠	xijl
西口	xikz
锡矿	xikl
锡类	xilw
稀料	xiln
西林	xilb
戏楼	xilz
息率	xilv
犀鸟	xinn
西诺	xino
席棚	xipg
系谱	xipu
细巧	xiqn
西泉	xiqr
熙攘	xirh
吸热	xire
息肉	xirz
细润	xiry
洗三	xisj
西晒	xiud
细丝	xisi
细琐	xiso
细谈	xitj
喜帖	xitp
烯烃	xitk
洗选	xixr
息韵	xiyy
吸着	xive
洗濯	xivo
系综	xizs
下辈	xxbw
虾兵	xxbk
下操	xxcc
夏朝	xxic
下宠	xxis
下船	xxir
下唇	xxiy
下挫	xxco
下地	xxdi
夏恩	xxen
遐迩	xxer
下工	xxgs
下锅	xxgo
峡口	xxkz
下款	xxkr
夏琳	xxlb
下陆	xxlu
夏卵	xxlr
下轮	xxly
夏末	xxmo
下木	xxmu
下奶	xxnd
虾皮	xxpi
下欠	xxqm
下情	xxqk
下丘	xxqq
下帖	xxtp
瞎信	xxxb
下院	xxyr
下诏	xxvc
瞎抓	xxvx
线表	xmbn
舷波	xmbo
闲步	xmbu
线虫	xmis
舷窗	xmil
闲荡	xmdh
氙灯	xmdg
限电	xmdm
掀动	xmds
馅儿	xmer
县份	xmff
腺苷	xmgj
弦歌	xmge
险工	xmgs
鲜果	xmgo
衔恨	xmhf
线角	xmjn
掀开	xmkk
先抗	xmkh
陷坑	xmkg
闲空	xmks
线缆	xmlj
仙林	xmlb
鲜绿	xmlv
陷门	xmmf
先民	xmmb
腺泡	xmpc
藓皮	xmpi
先强	xmql
纤巧	xmqn
险球	xmqq
显荣	xmrs
先瑞	xmrv
衔铁	xmtp
闲庭	xmtk
线图	xmtu
线袜	xmwa
先王	xmwh
嫌恶	xmwu
猃狁	xmyy
嫌憎	xmzg
险诈	xmva
险种	xmvs
线轴	xmvz
相帮	xlbh
箱包	xlbc
镶带	xldd
象点	xldm
响度	xldu
香榧	xlfw
香瓜	xlgx
乡宦	xlhr
向猎	xllp
响铃	xllk
响锣	xllo
相瞒	xlmj
向南	xlnj
香囊	xlnh
乡宁	xlnk
香浓	xlns
相碰	xlpg
象频	xlpb
响枪	xlql
湘桥	xlqn
相扰	xlrc
向日	xlri
香薷	xlru
相若	xlro
降顺	xluy
相送	xlss
相态	xltd
香藤	xltg
乡野	xlye
香泽	xlze
橡爪	xlvc
香足	xlzu
小艾	xnai
啸傲	xnao
小报	xnbc
效标	xnbn
小步	xnbu
小差	xnid
小产	xnij
小春	xniy
消痤	xnco
小旦	xndj
销钉	xndk
肖恩	xnen
孝感	xngj
校歌	xnge
小褂	xngx
小乖	xngk
消光	xngl
小舅	xnjq
小考	xnkc
硝喹	xnkv
晓岚	xnlj
小鳞	xnlb
小龙	xnls
淆乱	xnlr
消朦	xnmg
消泯	xnmb
小囊	xnnh
小脑	xnnc
小鲵	xnni
小年	xnnm
晓宁	xnnk
小农	xnns
小胖	xnph
小漂	xnpn
小瓶	xnpk
霄壤	xnrh
萧森	xnsf
消栓	xnur
消损	xnsy
小体	xnti
小洼	xnwa
笑纹	xnwf
小我	xnwo
小修	xnxq
校训	xnxy
小寨	xnvd
小照	xnvc
校整	xnvg
小舟	xnvz
小庄	xnvl
小酌	xnvo
小宗	xnzs
鞋帮	xpbh
写本	xpbf
谢病	xpbk
谐波	xpbo
缬草	xpcc
谢忱	xpif
蝎虫	xpis
卸船	xpir
些个	xpge
歇工	xpgs
协管	xpgr
邪光	xpgl
颉颃	xphh
斜嵴	xpji
泄劲	xpjb
携眷	xpjr
谢军	xpjy
血块	xpkk
偕老	xplc
斜楞	xplg
鞋脸	xplm
歇凉	xpll
泻流	xplq
谐美	xpmw
蟹苗	xpmn
邪僻	xppi
蝎钳	xpqm
蟹青	xpqk
邪泉	xpqr
谢却	xpqt
泻热	xpre
蟹肉	xprz
斜疝	xpuj
鞋刷	xpux
泄水	xpuv
邪祟	xpsv
写锁	xpso
谢帖	xptp
泻停	xptk
蝎王	xpwh
卸运	xpyy
卸责	xpze
邪咒	xpvz
蟹爪	xpvx
锌白	xbbd
新宾	xbbb
新茶	xbia
心传	xbir
信从	xbcs
心存	xbcy
辛达	xbda
心胆	xbdj
心定	xbdk
新法	xbfa
新寡	xbgx
新红	xbhs
新胡	xbhu
心怀	xbhk
心火	xbho
新军	xbjy
欣快	xbkk
新龙	xbls
新罗	xblo
新麻	xbma
囟门	xbmf
新密	xbmi
新苗	xbmn
新民	xbmb
信女	xbnv
信皮	xbpi
新平	xbpk
心魄	xbpo
欣山	xbuj
新邵	xbuc
心衰	xbuk
欣坦	xbtj
新特	xbte
新万	xbwj
信邪	xbxp
心音	xbyb
信友	xbyz
新张	xbvh
兴安	xkan
性比	xkbi
形变	xkbm
星表	xkbn
行波	xkbo
刑部	xkbu
形参	xkcj
省察	xkia
星虫	xkis
性导	xkdc
星等	xkdg
杏丁	xkdk
型钢	xkgh
行贾	xkgu
型管	xkgr
兴国	xkgo
行将	xkjl
行劫	xkjp
醒觉	xkjt
行楷	xkkk
行猎	xklp
醒脑	xknc
兴宁	xknk
形旁	xkph
行聘	xkpb
兴平	xkpk
形钳	xkqm
行腔	xkql
行商	xkuh
行首	xkuz
性损	xksy
行唐	xkth
星特	xkte
刑庭	xktk
星图	xktu
星团	xktr
星协	xkxp
行选	xkxr
兴学	xkxt
刑讯	xkxy
星雅	xkya
荥阳	xkyh
形影	xkyk
行诈	xkva
星展	xkvj
行舟	xkvz
星坠	xkvv
雄才	xscd
雄大	xsda
胸带	xsdd
胸的	xsde
雄飞	xsfw
胸骨	xsgu
熊怪	xsgk
雄关	xsgr
雄豪	xshc
雄核	xshe
凶横	xshg
雄黄	xshl
胸甲	xsjx
雄杰	xsjp
胸卡	xska
凶狂	xskl
胸廓	xsko
凶狼	xslh
雄丽	xsli
胸闷	xsmf
胸膜	xsmo
熊宁	xsnk
雄牛	xsnq
熊肉	xsrz
雄蕊	xsrv
胸水	xsuv
凶死	xssi
熊头	xstz
雄图	xstu
胸臆	xsyi
胸椎	xsvv
朽败	xqbd
锈病	xqbk
秀城	xqig
锈锤	xqiv
修道	xqdc
绣工	xqgs
休玛	xqma
朽迈	xqmd
休宁	xqnk
绣品	xqpb
秀润	xqry
修水	xquv
修文	xqwf
绣鞋	xqxp
岫岩	xqyj
秀英	xqyk
秀洲	xqvz
叙别	xubp
徐步	xubu
续订	xudk
许多	xudz
絮烦	xufj
需方	xufg
须根	xugf
絮聒	xugo
叙话	xuhx
虚骄	xujn
虚礼	xuli
蓄能	xung
序偶	xuou
虚盘	xupj
溆浦	xupu
畜禽	xuqb
恤衫	xuuj
虚态	xutd
许霆	xutk
徐图	xutu
徐晓	xuxn
须癣	xuxr
虚造	xuzc
徐绽	xuvj
絮状	xuvl
轩昂	xrah
选报	xrbc
选本	xrbf
萱草	xrcc
悬揣	xrik
选词	xrci
悬带	xrdd
选点	xrdm
悬吊	xrdn
宣恩	xren
悬隔	xrge
悬河	xrhe
玄黄	xrhl
眩惑	xrho
选件	xrjm
宣讲	xrjl
癣净	xrjk
癣康	xrkh
选矿	xrkl
轩朗	xrlh
旋裂	xrlp
旋轮	xrly
玄秘	xrmi
玄冥	xrmk
选磨	xrmo
悬拟	xrni
选聘	xrpb
玄青	xrqk
选色	xrse
玄参	xruf
玄铁	xrtp
宣统	xrts
宣威	xrww
选型	xrxk
玄虚	xrxu
悬液	xrye
玄影	xryk
选优	xryz
选育	xryu
喧杂	xrza
玄奘	xrzh
喧噪	xrzc
宣战	xrvj
玄锥	xrvv
学霸	xtba
血贝	xtbw
血肠	xtih
血沉	xtif
血仇	xtiz
血槌	xtiv
雪胆	xtdj
血帆	xtfj
削钢	xtgh
血供	xtgs
雪狗	xtgz
削骨	xtgu
雪怪	xtgk
雪光	xtgl
学棍	xtgy
血喉	xthz
血虎	xthu
血环	xthr
学刊	xtkj
血康	xtkh
血口	xtkz
血疗	xtln
血鳞	xtlb
雪盲	xtmh
血膜	xtmo
血怒	xtnu
学区	xtqu
雪融	xtrs
血煞	xtua
血神	xtuf
雪松	xtss
血藤	xttg
雪王	xtwh
血眼	xtyj
血药	xtyc
血印	xtyb
血影	xtyk
学友	xtyz
血藻	xtzc
血肿	xtvs
血咒	xtvz
血钻	xtzr
寻访	xyfg
寻根	xygf
训诂	xygu
巡海	xyhd
熏黑	xyhw
寻呼	xyhu
巡检	xyjm
旬刊	xykj
逊克	xyke
驯狼	xylh
勋劳	xylc
驯良	xyll
训令	xylk
寻龙	xyls
熏木	xymu
旬日	xyri
巡山	xyuj
巡哨	xyuc
寻声	xyug
驯熟	xyuu
驯顺	xyuy
寻索	xyso
迅蹄	xyti
迅通	xyts
寻乌	xywu
浚县	xyxm
迅影	xyyk
训责	xyze
巡诊	xyvf
熏蒸	xyvg
寻踪	xyzs
牙白	yabd
雅邦	yabh
崖壁	yabi
亚伯	yabo
亚布	yabu
牙碜	yaif
压秤	yaig
压船	yair
牙雕	yadn
压顶	yadk
亚东	yads
压队	yadv
压盖	yagd
牙弓	yags
崖谷	yagu
压焊	yahj
牙合	yahe
牙花	yahx
鸭黄	yahl
押汇	yahv
牙尖	yajm
压卷	yajr
压觉	yajt
压库	yaku
压裂	yalp
芽鳞	yalb
牙瘤	yalq
亚伦	yaly
牙面	yamm
鸭苗	yamn
亚明	yamk
亚目	yamu
牙囊	yanh
牙胚	yapw
雅屏	yapk
雅气	yaqi
压强	yaql
雅瑞	yarv
雅森	yasf
压伤	yauh
亚什	yauf
押题	yati
压条	yatn
牙挺	yatk
押尾	yaww
雅文	yawf
雅相	yaxl
压邪	yaxp
亚旭	yaxu
哑哑	yaya
鸦影	yayk
雅乐	yayt
鸦爪	yavc
雅正	yavg
亚种	yavs
牙钻	yazr
烟霭	yjai
赝本	yjbf
岩参	yjcj
岩层	yjcg
延丹	yjdj
烟杆	yjgj
眼高	yjgc
盐工	yjgs
咽康	yjkh
烟岚	yjlj
宴乐	yjle
眼棱	yjlg
盐鳞	yjlb
淹留	yjlq
厌腻	yjni
延年	yjnm
烟农	yjns
艳女	yjnv
眼泡	yjpc
炎鹏	yjpg
验票	yjpn
延平	yjpk
炎日	yjri
颜容	yjrs
盐商	yjuh
眼梢	yjuc
雁塔	yjta
盐亭	yjtk
烟筒	yjts
衍文	yjwf
言笑	yjxn
眼压	yjya
艳友	yjyz
言责	yjze
雁阵	yjvf
阳白	yhbd
漾濞	yhbi
洋布	yhbu
养蚕	yhcj
阳池	yhii
羊胆	yhdj
阳电	yhdm
羊掉	yhdn
羊痘	yhdz
养肺	yhfw
羊肝	yhgj
佯攻	yhgs
阳谷	yhgu
养汉	yhhj
羊毫	yhhc
阳痕	yhhf
洋红	yhhs
洋槐	yhhk
洋灰	yhhv
洋井	yhjk
羊圈	yhjr
痒觉	yhjt
羊口	yhkz
佯狂	yhkl
阳蕾	yhlw
养廉	yhlm
阳鳞	yhlb
养路	yhlu
洋马	yhma
佯谬	yhmq
羊膜	yhmo
杨念	yhnm
洋奴	yhnu
阳坡	yhpo
洋钱	yhqm
扬琴	yhqb
阳曲	yhqu
阳泉	yhqr
怏然	yhrj
阳伞	yhsj
佯射	yhue
杨桃	yhtc
样条	yhtn
洋铁	yhtp
阳虚	yhxu
养血	yhxt
阳叶	yhye
阳原	yhyr
痒疹	yhvf
养正	yhvg
扬中	yhvs
窑变	ycbm
遥测	ycce
药茶	ycia
摇车	ycie
药单	ycdj
尧都	ycdu
妖风	ycfg
邀功	ycgs
妖鬼	ycgv
摇撼	ychj
腰厚	ychz
腰花	ychx
夭矫	ycjn
窑姐	ycjp
药具	ycju
窑坑	yckg
妖狼	yclh
药量	ycll
摇落	yclo
妖牛	ycnq
药农	ycns
药铺	ycpu
杳然	ycrj
妖煞	ycua
咬舌	ycue
幺旋	ycxr
药学	ycxt
摇漾	ycyh
鹞鹰	ycyk
药渣	ycva
腰斩	ycvj
肴馔	ycvr
咬嘴	yczv
页表	yebn
叶柄	yebk
叶城	yeig
页池	yeii
腋臭	yeiz
液氮	yedj
野德	yede
叶盾	yedy
夜饭	yefj
夜工	yegs
夜航	yehh
叶猴	yehz
野菊	yeju
野狼	yelh
液冷	yelg
叶轮	yely
叶脉	yemd
爷娘	yenl
夜宁	yenk
液泡	yepc
野禽	yeqb
夜深	yeuf
夜谈	yetj
野味	yeww
野熊	yexs
椰枣	yezc
腋杖	yevh
页帧	yevf
液汁	yevi
液状	yevl
叶足	yezu
一刹	yiia
蚁巢	yiic
翌晨	yiif
乙丑	yiiz
臆度	yidz
伊恩	yien
议决	yijt
遗老	yilc
逸乐	yile
益诺	yino
依琼	yiqs
义赛	yisd
意舍	yiue
沂水	yiuv
乙酸	yisr
依特	yite
伊瓦	yiwa
遗赠	yizg
印本	ybbf
银冰	ybbk
阴曹	ybcc
饮弹	ybdj
阴电	ybdm
银锭	ybdk
吟哦	ybee
阴干	ybgj
殷钢	ybgh
因格	ybge
音轨	ybgv
银海	ybhd
银红	ybhs
银狐	ybhu
银黄	ybhl
印客	ybke
银空	ybks
音笼	ybls
引论	ybly
荫棚	ybpg
饮片	ybpm
银钱	ybqm
音强	ybql
音容	ybrs
隐射	ybue
瘾头	ybtz
银团	ybtr
引物	ybwu
银州	ybvz
音缀	ybvv
银鬃	ybzs
硬癌	ykai
硬板	ykbj
营部	ykbu
膺窗	ykil
应从	ykcs
影调	ykdn
硬顶	ykdk
硬腭	ykee
应否	ykfz
硬骨	ykgu
瀛寰	ykhr
营口	ykkz
营垒	yklw
英两	ykll
影林	yklb
硬瘤	yklq
应龙	ykls
盈满	ykmj
影矛	ykmc
蝇拍	ykpd
硬皮	ykpi
硬壳	ykqn
迎亲	ykqb
影刃	ykrf
莹润	ykry
营私	yksi
迎送	ykss
盈泰	yktd
硬糖	ykth
影牙	ykya
应诊	ykvf
颍州	ykvz
影踪	ykzs
永安	ysan
壅蔽	ysbi
涌潮	ysic
永城	ysig
永川	ysir
永德	ysde
永登	ysdg
永定	ysdk
用饭	ysfj
用费	ysfw
永丰	ysfg
勇悍	yshj
永和	yshe
永红	yshs
咏怀	yshk
永嘉	ysjx
永靖	ysjk
拥军	ysjy
永康	yskh
涌浪	yslh
泳联	yslm
涌流	yslq
咏梅	ysmw
用命	ysmk
永年	ysnm
永平	yspk
永清	ysqk
永泰	ystd
永望	yswh
永修	ysxq
永夜	ysye
永颖	ysyk
永州	ysvz
油泵	yzbg
油藏	yzch
油茶	yzia
邮车	yzie
釉丛	yzcs
幼蜂	yzfg
优抚	yzfu
油港	yzgh
油膏	yzgc
有恒	yzhg
有奖	yzjl
尤卡	yzka
油料	yzln
邮迷	yzmi
犹纳	yzna
幼嫩	yznf
优宁	yznk
幽僻	yzpi
邮品	yzpb
诱迫	yzpo
优柔	yzrz
有数	yzuu
油刷	yzux
油松	yzss
油酸	yzsr
釉陶	yztc
由头	yztz
优选	yzxr
游学	yzxt
有孕	yzyy
幽真	yzvf
瘀斑	yubj
御笔	yubi
雨辰	yuif
育雏	yuiu
雨锤	yuiv
窳惰	yudz
预防	yufg
育肥	yufw
誉衡	yuhg
于洪	yuhs
羽魂	yuhy
遇救	yujq
鱼口	yukz
迂阔	yuko
遇剌	yula
驭狼	yulh
雨涝	yulc
愚陋	yulz
羽芒	yumh
愚蒙	yumg
芋艿	yund
宇内	yunw
阈能	yung
裕宁	yunk
郁怒	yunu
鱼片	yupm
玉桥	yuqn
余切	yuqp
玉泉	yuqr
鱼群	yuqy
裕如	yuru
雨刷	yuux
羽坛	yutj
熨帖	yutp
毓婷	yutk
愈通	yuts
雨蛙	yuwa
愚顽	yuwj
余姚	yuyc
鱼油	yuyz
御者	yuve
预征	yuvg
鱼子	yuzi
援笔	yrbi
圆雕	yrdn
远端	yrdr
原发	yrfa
圆管	yrgr
圆号	yrhc
源汇	yrhv
原矿	yrkl
远浪	yrlh
源流	yrlq
元麦	yrmd
元秘	yrmi
原棉	yrmm
怨女	yrnv
怨偶	yrou
原平	yrpk
元日	yrri
远山	yruj
圆熟	yruu
渊薮	yrsz
元坦	yrtj
原汤	yrth
元汀	yrtk
元婴	yryk
援用	yrys
援藏	yrzh
月半	ytbj
悦博	ytbo
月产	ytij
越城	ytig
乐段	ytdr
月风	ytfg
约根	ytgf
约翰	ythj
月痕	ythf
月湖	ythu
月环	ythr
月火	ytho
月角	ytjn
跃进	ytjb
月考	ytkc
约拉	ytla
月林	ytlb
乐律	ytlv
跃马	ytma
月矛	ytmc
月怒	ytnu
月琴	ytqb
月刃	ytrf
月神	ytuf
岳塘	ytth
悦亭	yttk
月翼	ytyi
乐音	ytyb
月影	ytyk
云安	yyan
云豹	yybc
运笔	yybi
晕场	yyih
匀兑	yydv
晕光	yygl
匀和	yyho
韵脚	yyjn
云锦	yyjb
匀净	yyjk
孕康	yykh
云林	yylb
匀溜	yylq
云门	yymf
云梦	yymg
陨灭	yymp
孕囊	yynh
云霓	yyni
晕宁	yynk
云珀	yypo
云杉	yyuj
殒身	yyuf
陨铁	yytp
孕酮	yyts
云头	yytz
云图	yytu
云团	yytr
云崖	yyya
云阳	yyyh
云瑶	yyyc
孕照	yyvc
晕针	yyvf
杂病	zabk
杂凑	zacz
咋的	zade
杂多	zadz
咋个	zage
砸锅	zago
扎紧	zajb
杂面	zamm
咂摸	zamo
杂木	zamu
杂品	zapb
扎染	zarj
杂糅	zarz
杂书	zauu
杂说	zauo
杂沓	zata
杂用	zays
杂院	zayr
杂症	zavg
载波	zdbo
在朝	zdic
甾醇	zdiy
再发	zdfa
再犯	zdfj
载荷	zdhe
在教	zdjn
载量	zdll
再林	zdlb
载频	zdpb
再奇	zdqi
再审	zduf
再通	zdts
在途	zdtu
载文	zdwf
在心	zdxb
载运	zdyy
在在	zdzd
糌粑	zjba
赞词	zjci
暂短	zjdr
赞恩	zjen
赞和	zjhe
簪花	zjhx
赞皇	zjhl
赞金	zjjb
赞佩	zjpw
簪缨	zjyk
赞扎	zjva
藏北	zhbw
葬地	zhdi
脏腑	zhfu
脏弓	zhgs
藏蓝	zhlj
脏连	zhlm
脏颅	zhlu
葬埋	zhmd
脏囊	zhnh
脏腔	zhql
藏青	zhqk
脏土	zhtu
脏碗	zhwj
藏戏	zhxi
藏香	zhxl
赃证	zhvg
皂白	zcbd
糟鼻	zcbi
造表	zcbn
早潮	zcic
早车	zcie
皂甙	zcdd
早读	zcdu
造端	zcdr
枣儿	zcer
造粉	zcff
皂苷	zcgj
皂盒	zche
皂户	zchu
早慧	zchv
灶火	zcho
皂角	zcjn
灶君	zcjy
藻类	zclw
造粒	zcli
造林	zclb
早萌	zcmg
枣木	zcmu
枣泥	zcni
皂片	zcpm
灶神	zcuf
早霜	zcul
皂素	zcsu
造田	zctm
灶头	zctz
早秃	zctu
糟心	zcxb
糟朽	zcxq
枣庄	zcvl
蚤缀	zcvv
责编	zebm
泽当	zedh
泽菲	zefw
责分	zeff
泽国	zego
择交	zejn
泽库	zeku
择邻	zelb
择明	zemk
泽姆	zemu
泽宁	zenk
泽普	zepu
择取	zequ
泽荣	zers
择泰	zetd
泽田	zetm
泽通	zets
择校	zexn
泽泻	zexp
择选	zexr
泽州	zevz
怎的	zfde
怎地	zfdi
怎生	zfug
赠别	zgbp
增城	zgig
增调	zgdn
增订	zgdk
增多	zgdz
增辉	zghv
增肌	zgji
增开	zgkk
增刊	zgkj
赠款	zgkr
增亏	zgkv
增乳	zgru
憎世	zgui
赠书	zguu
增温	zgwf
增压	zgya
增液	zgye
增益	zgyi
增盈	zgyk
增重	zgvs
闸北	vabw
诈病	vabk
闸阀	vafa
轧钢	vagh
炸糕	vagc
轧辊	vagy
闸盒	vahe
扎花	vahx
栅距	vaju
扎克	vake
闸口	vakz
扎拉	vala
闸淋	valb
扎玛	vama
扎囊	vanh
闸皮	vapi
扎普	vapu
乍然	varj
痄腮	vasd
札威	vaww
炸窝	vawo
扎约	vayt
扎祖	vazu
扎佐	vazo
摘报	vdbc
择菜	vdcd
摘登	vddg
债额	vdee
摘发	vdfa
摘桂	vdgv
债户	vdhu
摘客	vdke
翟凌	vdlk
斋期	vdqi
宅舍	vdue
斋堂	vdth
择席	vdxi
摘译	vdyi
展板	vjbj
沾城	vjig
詹恩	vjen
战功	vjgs
展柜	vjgv
湛河	vjhe
战痕	vjhf
展缓	vjhr
战甲	vjjx
展宽	vjkr
粘蜡	vjla
展廊	vjlh
毡帽	vjmc
占梦	vjmg
战幕	vjmu
站内	vjnw
斩破	vjpo
栈桥	vjqn
沾亲	vjqb
湛清	vjqk
战刃	vjrf
站哨	vjuc
展团	vjtr
战熊	vjxs
占压	vjya
展演	vjyj
谵语	vjyu
战云	vjyy
掌班	vhbj
障蔽	vhbi
掌鞭	vhbm
杖柄	vhbk
张弛	vhii
张店	vhdm
章动	vhds
掌舵	vhdz
章缝	vhfg
张挂	vhgx
彰化	vhhx
仗剑	vhjm
长角	vhjn
张竣	vhjy
张开	vhkk
长脸	vhlm
胀泡	vhpc
漳平	vhpk
漳浦	vhpu
长亲	vhqb
章丘	vhqq
樟树	vhuu
张爽	vhul
涨水	vhuv
张湾	vhwj
掌纹	vhwf
张夏	vhxx
张悬	vhxr
长眼	vhyj
张掖	vhye
掌印	vhyb
章则	vhze
漳州	vhvz
照壁	vcbi
着边	vcbm
找补	vcbu
赵村	vccy
照登	vcdg
肇东	vcds
照度	vcdu
昭告	vcgc
沼光	vcgl
照海	vchd
沼精	vcjk
昭觉	vcjt
罩盔	vckv
朝露	vclu
着忙	vcmh
照闷	vcmf
招纳	vcna
兆欧	vcou
罩袍	vcpc
罩棚	vcpg
招亲	vcqb
昭然	vcrj
朝日	vcri
罩衫	vcuj
照烧	vcuc
昭通	vcts
兆瓦	vcwa
兆威	vcww
罩衣	vcyi
照用	vcys
招灾	vczd
照准	vcvy
浙贝	vebw
折刀	vedc
这等	vedg
折兑	vedv
褶积	veji
辄筋	vejb
遮瞒	vemj
着呢	vene
褶裙	veqy
柘荣	vers
折伞	vesj
折寿	veuz
折损	vesy
蔗田	vetm
者兔	vetu
折页	veye
折椅	veyi
遮荫	veyb
蔗渣	veva
折纸	vevi
折转	vevr
这里	vwli
镇巴	vfba
诊病	vfbk
震波	vfbo
真纯	vfiy
珍存	vfcy
震达	vfda
珍黛	vfdd
鸩毒	vfdu
阵儿	vfer
镇宫	vfgs
针箍	vfgu
针管	vfgr
真果	vfgo
镇海	vfhd
真核	vfhe
珍红	vfhs
振簧	vfhl
镇魂	vfhy
镇康	vfkh
镇咳	vfke
镇赉	vfld
珍良	vfll
振铃	vflk
振龙	vfls
甄录	vflu
帧率	vflv
针麻	vfma
诊脉	vfmd
镇明	vfmk
镇宁	vfnk
贞女	vfnv
珍哌	vfpd
真确	vfqt
真人	vfrf
镇日	vfri
真瑞	vfrv
贞淑	vfuu
侦听	vftk
珍闻	vfwf
侦讯	vfxy
针药	vfyc
真银	vfyb
震岳	vfyt
正安	vgan
正旦	vgdj
正东	vgds
整儿	vger
争锋	vgfg
征管	vggr
正氦	vghd
争衡	vghg
正话	vghx
正火	vgho
正蓝	vglj
争脸	vglm
整料	vgln
整淋	vglb
蒸馍	vgmo
征募	vgmu
争闹	vgnc
证奴	vgnu
正碰	vgpg
正片	vgpm
正切	vgqp
正瑞	vgrv
争胜	vgug
正态	vgtd
正营	vgyk
证章	vgvh
争嘴	vgzv
正座	vgzo
职别	vibp
支差	viid
之槌	viiv
制动	vids
指端	vidr
之盾	vidy
吱嘎	viga
滞港	vigh
值更	vigg
织火	viho
织就	vijq
治军	vijy
芝兰	vilj
痔漏	vilz
枝蔓	vimj
致盲	vimh
制帽	vimc
酯酶	vimw
致密	vimi
植苗	vimn
滞泥	vini
鸷鸟	vinn
痔宁	vink
支农	vins
之袍	vipc
织染	virj
稚弱	viro
纸伞	visj
滞涩	vise
致死	visi
止松	viss
止嗽	visz
植酸	visr
之塔	vita
旨泰	vitd
治瘫	vitj
制糖	vith
织铁	vitp
支托	vito
支应	viyk
纸扎	viva
知州	vivz
织鬃	vizs
中班	vsbj
种别	vsbp
种差	vsia
终池	vsii
种畜	vsiu
重锤	vsiv
中词	vsci
重挫	vsco
中稻	vsdc
钟鼎	vsdk
种痘	vsdz
中耳	vser
中耕	vsgg
仲氦	vshd
中号	vshc
中焦	vsjn
仲晶	vsjk
中军	vsjy
中看	vskj
重颏	vske
中空	vsks
重链	vslm
种鳞	vslb
钟楼	vslz
重矛	vsmc
种苗	vsmn
种名	vsmk
中魔	vsmo
中牟	vsmu
中脑	vsnc
中宁	vsnk
种牛	vsnq
中农	vsns
重炮	vspc
中频	vspb
中瓶	vspk
终破	vspo
中铺	vspu
种禽	vsqb
衷曲	vsqu
种群	vsqy
终霜	vsul
重水	vsuv
忠顺	vsuy
众说	vsuo
螽斯	vssi
终岁	vssv
中选	vsxr
重曰	vsyt
中寨	vsvd
中站	vsvj
中正	vsvg
中州	vsvz
中装	vsvl
洲邦	vzbh
周报	vzbc
皱襞	vzbi
周朝	vzic
咒符	vzfu
肘拐	vzgk
昼光	vzgl
肘篌	vzhz
啁啾	vzjq
轴距	vzju
周口	vzkz
轴撩	vzln
轴面	vzmm
皱皮	vzpi
舟桥	vzqn
舟曲	vzqu
周荣	vzrs
绉纱	vzua
咒术	vzuu
轴套	vztc
轴突	vztu
轴瓦	vzwa
肘窝	vzwo
诌系	vzxi
周岫	vzxq
珠蚌	vubh
贮备	vubw
筑宾	vubb
助残	vucj
猪草	vucc
珠层	vucg
煮茶	vuia
珠串	vuir
主从	vucs
诸多	vudz
主儿	vuer
嘱告	vugc
助耕	vugg
朱红	vuhs
朱槿	vujb
珠孔	vuks
住口	vukz
主库	vuku
主料	vuln
猪苓	vulk
竹笼	vuls
苎麻	vuma
柱面	vumm
猪苗	vumn
竹篾	vump
诛求	vuqq
主上	vuuh
祝颂	vuss
主厅	vutk
驻屯	vuty
猪娃	vuwa
助学	vuxt
逐月	vuyt
主政	vuvg
猪猪	vuvu
猪鬃	vuzs
抓差	vxid
抓点	vxdm
抓丁	vxdk
爪儿	vxer
抓手	vxuz
抓走	vxzz
专八	vrba
转包	vrbc
专差	vrid
转抄	vric
砖雕	vrdn
专访	vrfg
转户	vrhu
转筋	vrjb
